_; ;#;';1;0;3;2;5;4;7;6;9;8;A;@;C;B;E;D;G;F;I;H;K;J;M;L;O;N;Q;P;S;R;U;T;W;V;Y;X;Z;a;c;b;e;d;g;f;i;h;k;j;m;l;o;n;q;p;s;r;u;t;w;v;y;x;z;
0.002240940409;0.500000000000;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000963211228;0.000009828686;0.004943829059;0.012708491002;0.001493960272;0.002820832883;0.005199374896;0.004609653735;0.000560235102;0.003056721347;0.000707665392;0.001434988156;0.001631561876;0.000550406416;0.000530749044;0.005120745408;0.000678179334;0.000344004010;0.001208928378;0.001778992167;0.001071326774;0.002181968293;0.001012354658;0.012354658306;0.001464474214;0.002024709317;0.000933725170;0.000009828686;0.000009828686;0.012364486992;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;0.000009828686;
0.000659195781;0.001318391562;0.500000000000;0.000659195781;0.000659195781;0.003295978906;0.001318391562;0.000659195781;0.001318391562;0.000659195781;0.001318391562;0.000659195781;0.001977587343;0.002636783125;0.000659195781;0.000659195781;0.000659195781;0.000659195781;0.001318391562;0.002636783125;0.000659195781;0.000659195781;0.004614370468;0.001318391562;0.001318391562;0.001318391562;0.002636783125;0.008569545155;0.003955174687;0.003295978906;0.001318391562;0.021094264997;0.001318391562;0.000659195781;0.001977587343;0.001318391562;0.001318391562;0.001318391562;0.001318391562;0.001318391562;0.001318391562;0.000659195781;0.000659195781;0.001318391562;0.000659195781;0.000659195781;0.001318391562;0.000659195781;0.001318391562;0.002636783125;0.002636783125;0.001318391562;0.001318391562;0.007251153593;0.001977587343;0.001318391562;0.000659195781;0.005273566249;0.000659195781;0.000659195781;0.001318391562;0.001318391562;0.000659195781;0.001977587343;0.001318391562;0.000659195781;0.001318391562;
0.001695873375;0.000565291125;0.000565291125;0.500000000000;0.000565291125;0.050310910119;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.001695873375;0.000565291125;0.001130582250;0.001130582250;0.002261164500;0.000565291125;0.001695873375;0.001695873375;0.005087620124;0.000565291125;0.002261164500;0.005652911249;0.001130582250;0.006783493499;0.010740531374;0.001130582250;0.001130582250;0.015262860373;0.001130582250;0.001695873375;0.002261164500;0.001130582250;0.000565291125;0.000565291125;0.002826455625;0.001695873375;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;0.000565291125;
0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.500000000000;0.000960614793;0.000960614793;0.023054755043;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.003842459174;0.000960614793;0.000960614793;0.002881844380;0.003842459174;0.001921229587;0.006724303554;0.001921229587;0.000960614793;0.001921229587;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.002881844380;0.003842459174;0.001921229587;0.001921229587;0.002881844380;0.000960614793;0.000960614793;0.004803073967;0.000960614793;0.001921229587;0.001921229587;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.019212295869;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;0.000960614793;
0.001632653061;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.500000000000;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.017142857143;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.001632653061;0.001632653061;0.005714285714;0.002448979592;0.004081632653;0.003265306122;0.000816326531;0.004081632653;0.004897959184;0.001632653061;0.002448979592;0.007346938776;0.000816326531;0.000816326531;0.004081632653;0.000816326531;0.000816326531;0.001632653061;0.003265306122;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.021224489796;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;0.000816326531;
0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.500000000000;0.017660044150;0.002207505519;0.004415011038;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.004415011038;0.002207505519;0.004415011038;0.002207505519;0.002207505519;0.002207505519;0.004415011038;0.004415011038;0.002207505519;0.002207505519;0.004415011038;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.004415011038;0.004415011038;0.002207505519;0.006622516556;0.004415011038;0.002207505519;0.002207505519;0.004415011038;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.008830022075;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;0.002207505519;
0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.010309278351;0.001288659794;0.025773195876;0.500000000000;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.003865979381;0.001288659794;0.001288659794;0.002577319588;0.007731958763;0.003865979381;0.002577319588;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.002577319588;0.005154639175;0.001288659794;0.002577319588;0.002577319588;0.001288659794;0.002577319588;0.010309278351;0.002577319588;0.001288659794;0.001288659794;0.002577319588;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.001288659794;0.015463917526;0.001288659794;0.001288659794;0.001288659794;0.001288659794;
0.007874015748;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.500000000000;0.011811023622;0.001968503937;0.013779527559;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.003937007874;0.001968503937;0.001968503937;0.003937007874;0.003937007874;0.001968503937;0.001968503937;0.003937007874;0.001968503937;0.003937007874;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.003937007874;0.007874015748;0.003937007874;0.003937007874;0.003937007874;0.007874015748;0.005905511811;0.001968503937;0.003937007874;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.015748031496;0.001968503937;0.001968503937;0.001968503937;0.001968503937;0.001968503937;
0.005797101449;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.023188405797;0.002898550725;0.017391304348;0.500000000000;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.005797101449;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.005797101449;0.005797101449;0.002898550725;0.005797101449;0.008695652174;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.011594202899;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;0.002898550725;
0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.500000000000;0.006802721088;0.003401360544;0.013605442177;0.003401360544;0.003401360544;0.006802721088;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.006802721088;0.003401360544;0.003401360544;0.006802721088;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.006802721088;0.003401360544;0.003401360544;0.003401360544;0.006802721088;0.003401360544;0.006802721088;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;0.003401360544;
